1000
Atoms. Timestep: 0
A 7.97716 2.00258 11.9798
B 8.00617 1.99815 14.0205
B 8.01472 2.00617 16.0037
B 8.01445 2.01656 18.0055
B 7.98619 4.0184 0.0030264
B 7.98068 3.9929 2.02089
A 7.99815 4.01305 4.01271
A 7.99172 3.99245 6.00182
A 8.01287 3.99523 8.02042
B 7.98279 3.97857 9.9862
A 7.99539 4.01659 12.0156
B 7.99725 4.01841 13.9871
A 8.01765 4.02194 16.0044
A 8.02026 4.01366 17.9873
B 8.0092 6.01721 19.9966
B 8.01564 6.01905 2.0138
B 8.00277 5.99816 4.01905
A 7.9934 6.02121 6.02376
A 7.98436 5.99006 7.99999
A 8.02009 6.02098 9.98802
A 8.00277 6.00292 12.0066
B 8.02052 5.98618 14.0046
A 7.99076 5.98433 15.9971
A 8.01844 5.98156 17.9873
A 7.98543 8.01563 19.977
A 7.98067 8.01195 2.012
A 7.98543 7.97885 3.99354
A 8.00662 7.98266 6.00202
B 7.9804 7.99632 8.02024
A 8.01305 8.0221 10.0156
B 7.98133 7.99383 11.9773
B 7.98002 8.02182 14.0034
A 8.00553 7.98362 16.0081
A 7.99908 8.00738 17.9853
B 8.00211 10.0113 0.000275398
B 8.00947 9.99107 1.99172
B 7.97765 10.0196 3.98804
B 7.99198 9.99264 6.00065
A 7.99374 10.0175 7.99153
A 7.99559 9.99923 10.0167
B 7.98528 10.0203 12.0202
A 8.00444 10.0192 14.0147
B 7.99172 10.0028 15.9991
A 7.98266 10.0048 17.9908
B 7.97883 11.9936 19.9991
B 7.99384 11.9933 2.00552
B 8.00276 11.985 4.00525
A 7.99539 12.0081 6.00459
B 7.98224 11.988 7.97911
B 8.00644 11.9834 9.99725
B 7.97883 11.9997 11.9979
A 8.01196 11.9991 13.998
A 7.98529 12.0173 16.0167
B 7.98896 12.0003 17.9957
B 7.98923 14.0034 19.9786
A 7.98049 14.0046 1.99062
A 8.02115 14.0182 4.00556
A 8.01751 13.9973 5.97974
A 8.01472 14.0146 7.98344
A 8.01472 13.9879 9.98619
A 8.01381 13.9825 12.0046
A 7.99817 14.0037 14.0129
A 8.0046 14.0027 15.9983
B 8.00433 14.0099 18.0141
A 7.99371 15.9823 0.0139924
B 7.98436 15.9938 2.0046
A 8.01731 16.0193 4.00718
A 8.01012 15.979 6.00551
A 8.00093 15.9808 8.00827
A 8.01932 16.0131 10.0223
B 8.01078 16.0067 12.0221
A 8.00736 16.0167 13.9943
A 7.99542 16.0057 16.0157
A 7.9908 15.9853 17.9843
A 8.02377 17.9873 19.9982
B 8.00119 18.0147 2.01748
A 8.01656 18.0084 3.98528
B 7.98961 18.0129 5.99383
B 7.99816 17.9782 7.9954
B 8.00276 18.0122 9.99724
B 7.99356 18.0203 11.9972
B 7.99382 17.9929 13.9843
B 8.00947 18.0012 16.023
B 7.98252 17.9779 18.0016
A 9.998 0.00186734 0.021155
B 10.02 19.9908 1.98712
A 10.0221 0.0193211 4.01472
B 9.9954 0.0183993 5.99475
B 9.99355 19.9837 8.00157
A 9.98253 19.9954 9.97774
A 10.0191 0.0139652 11.9901
B 9.99449 19.9767 14.0049
B 9.98897 19.9905 16.0055
B 9.98923 19.977 18.0098
A 9.99247 1.9882 0.00385391
B 10.0046 2.0209 1.98187
B 9.9816 2 3.98317
A 10.0164 1.99632 5.99724
B 9.99817 1.99329 7.99724
A 9.99982 1.979 9.977
B 9.99107 2.0046 11.9917
A 9.99889 2.01196 14.0182
A 9.9908 2.01196 16.0166
A 10.0201 1.99064 17.9991
B 10.0203 4.01407 19.9899
A 10.009 3.98068 1.98602
A 9.98341 4.02115 3.99834
B 10.0058 3.97976 6.00644
A 10.012 3.99614 7.98805
B 9.99909 4.01012 10
A 10.0057 4.02285 11.9954
B 9.98159 3.98831 13.9855
B 9.98831 4.00368 15.9997
A 10.0193 3.98434 18.011
B 9.98159 6.01748 19.9984
B 10.0071 6.02208 1.98803
B 9.99263 6.02051 4.0163
A 9.98084 5.99633 5.9851
A 9.98989 6.00645 8.0037
A 9.99095 6.01288 9.99353
A 10.0194 5.99722 12.0204
B 10.0006 5.99816 14.0184
A 10.0204 5.98509 15.998
A 9.98065 6.0149 17.9928
B 10.0159 8.01472 19.9997
A 10 7.977 1.99264
B 10.003 8.0172 3.98648
B 10.0049 7.97726 5.97857
A 10.012 7.9974 7.98528
B 9.977 8.01499 9.99356
A 10.01 8.00093 11.9982
B 10.0191 8.01998 14.0166
A 10.0158 8.01751 16.0064
B 10.0012 8.01315 18.0224
B 10.0034 10.0212 0.0110458
B 10.0025 10.0132 1.98316
A 10.0155 10.0101 3.98804
B 10.0209 10.0154 6.01039
B 9.99291 10.0009 8.01657
B 9.992 10.008 9.98408
A 10.0147 9.99372 11.9925
A 9.98896 9.99429 14.0101
A 10 10.0075 16.0094
B 10.0009 10.0034 18.0187
B 9.99817 12.0175 0.00671864
B 9.98344 11.9933 1.98619
B 9.99632 11.9975 3.99237
A 10.0066 11.9998 6.00442
A 9.98529 12.0083 8.01658
A 10.0127 12.0064 10.0066
B 9.99513 11.9954 11.9908
A 10.0221 12.0158 14.0166
B 10.0166 12.0058 15.988
A 9.97976 12.0044 18.0221
B 10.0028 13.9807 0.0193183
A 10.0148 14.0164 2
B 10.0159 13.9914 4.01748
A 9.99629 14.0002 5.97701
B 9.9862 13.9846 7.98647
B 10.0012 14.0205 9.98409
A 10.0195 13.9805 12.0138
B 9.98002 13.9892 13.9994
B 9.98278 13.9813 15.9804
A 10.0127 13.9818 18.0101
B 10.0067 15.997 0.0208975
A 10.0054 16.0048 2.02286
A 10.0212 16.0064 3.98082
B 10.0049 15.989 6.015
B 9.99291 16.0053 7.99908
B 10.0184 15.9795 9.99789
A 9.98712 16.0046 11.9862
B 10.0021 16.0092 13.989
A 9.99632 16.0009 16.0046
B 10.015 15.9816 17.9865
A 10.002 17.9842 0.0185717
B 9.99237 18.0012 2.01223
B 10.0067 17.9788 4.00801
A 10.0183 17.9844 6.0201
A 10.0037 17.9963 7.98616
A 9.98988 18.0008 10.0019
A 9.98437 18.0166 11.9937
B 10.02 18.0129 14.0168
B 10.0154 17.9984 16.0135
A 9.97976 18.0101 18.0145
A 11.9862 0.00442066 19.9952
A 12.0109 19.9834 2.01214
B 11.9871 0.022735 3.99908
A 12.0046 19.9825 5.98989
B 12 0.0230046 7.98372
B 11.9899 0.0153723 9.97765
A 12.0158 0.0101215 12.0083
B 11.9914 0.00919912 13.9809
B 11.9804 0.00302691 15.9991
B 12.0028 19.9804 18.0099
A 11.9937 2.01029 19.9788
A 12.0127 1.99542 1.99632
A 12.0192 1.99983 4.02119
A 11.9827 2.02136 6.00383
B 11.9788 1.9988 8.00736
A 12.0046 1.9862 10.0138
B 12.0062 1.98279 12.0147
A 12.0149 1.98436 13.9816
B 11.9966 2.01565 15.9917
A 11.9983 2.00073 18.0054
B 11.9859 3.99292 0.0165577
A 11.9852 3.98804 1.98509
A 12.0103 4.00477 4.00939
B 11.9807 3.99198 5.99816
A 11.9935 4.01273 7.98804
B 11.9924 4.01776 9.99015
B 11.9782 4.0025 12.0101
B 12.0138 4.02208 14.0092
B 11.9868 4.00184 15.9933
A 12.0186 4.02305 17.9963
B 11.9908 5.98159 19.9788
A 12.0155 5.98067 1.98528
B 12.011 6.00304 3.9883
B 11.9865 6.01289 6.02089
A 11.9908 5.98083 7.9862
B 11.9819 5.9804 9.99908
A 11.9908 5.99889 11.9814
A 11.9823 5.99797 13.9928
B 11.9862 5.98158 15.9945
A 11.9871 5.98634 18.0129
B 12.0209 8.00434 19.9776
A 12.0037 7.98435 1.99448
B 11.9786 7.97764 3.98371
B 12.0209 8.00524 5.98159
B 11.9972 8.01775 8.00894
A 12.0138 8.01012 9.98417
A 12.0111 8.0149 12.0083
A 12.012 8.02213 13.9919
B 12.0086 8.01013 15.98
B 11.9899 7.99172 18.0009
A 12.0064 9.99356 0.0138255
A 12.0044 10.0002 2.00827
A 11.9806 9.99173 4.01751
A 11.9832 9.99172 5.98727
B 11.9896 10.0101 8.01592
B 11.9788 9.98068 9.98067
B 11.9892 10.0074 11.9951
A 11.9816 9.98799 13.9834
B 12.0122 9.99236 16.0129
A 11.9842 9.99908 17.9897
B 11.9936 12.0095 19.9982
B 11.9908 12 1.97974
B 12.0034 11.992 4.01382
B 12.0049 12.0064 5.99079
B 11.9899 11.9942 8.00157
A 12.013 12.0175 9.98234
A 11.9778 11.9798 12.0019
A 12.0156 12.0195 13.9853
A 12.0018 11.9834 15.991
B 12.0212 12.0055 18.0132
B 12.0009 14.0175 0.0229967
A 11.9909 13.9998 2.01288
B 12.0212 14.0117 4.01656
A 12.0066 14 6.01731
A 12.0055 13.9779 8.0066
B 11.9786 13.9853 9.99475
B 11.9782 13.9966 12.011
B 12.0221 14.0003 14.0055
B 12.0193 14.0074 15.996
A 12.014 14.012 17.977
B 11.9859 15.9825 19.9869
A 11.9956 16.0148 2.00351
A 12.0212 15.9926 4.00477
B 12.012 15.9972 6.02327
B 12.0083 16.0058 8.01628
A 12.0164 15.9825 10.0221
B 11.9883 16.0009 12.015
B 12.0221 15.9795 14.0117
A 11.9974 16.0063 16
B 12.0025 15.9819 17.9846
B 11.9807 17.9776 19.9878
A 12.0035 17.9834 2.01472
B 11.996 18.0021 4.0046
A 11.9827 17.998 6.01748
B 12.0214 18.023 7.98923
B 11.9984 18.0058 10.0028
B 11.9908 17.9988 11.9786
A 12.0046 17.9853 14.0008
A 11.9807 17.9762 15.9781
B 11.9853 17.9917 18.0168
A 14.0138 19.9928 19.9842
A 13.9954 19.9843 1.97977
A 13.9862 19.9807 3.97717
B 14.023 0.0165698 6.02328
B 13.996 19.9972 7.99788
A 13.9934 0.00350078 10.0064
B 14.0092 0.0230004 11.977
A 14.0212 19.9844 14.0192
A 14.0017 0.00551472 15.9919
B 14.0175 0.00763388 17.9853
B 14.0037 1.98344 19.9786
A 14.0037 2.00094 2.00165
A 13.979 2.01492 4.0195
B 14.0104 2.00828 6.00028
B 13.9862 1.98317 7.97948
A 14.0111 2.01381 9.99433
A 13.9787 2.00276 11.9799
B 13.9865 1.98095 13.9966
B 14.0212 2 15.9788
B 14.0104 1.99448 18.0037
A 14.0129 3.98068 19.9879
A 14.0083 3.99262 1.99926
B 13.9929 3.99474 3.99935
B 14.0108 3.99263 5.99973
A 13.991 3.98511 8.00625
A 13.9989 4.0112 10.0177
B 14 4.00552 11.9819
B 14.0193 3.97949 14.0126
A 14.0109 4.0035 16.0193
B 14.0083 3.98408 18.0046
B 14.0046 5.98068 19.9844
A 13.9946 6.01015 2.0046
B 14.0138 6.01813 4.00304
B 14.0166 6.00617 5.9804
A 14.0157 5.98711 7.97977
B 13.9963 5.99843 9.97976
A 14.0103 5.97865 12.0072
A 14.0112 5.99264 14.011
A 14.0155 6.00937 16.012
A 14.0002 6.0092 17.9762
A 13.9926 8.01012 19.9796
A 13.9862 7.98894 2.01106
A 13.9862 8.01178 4.0221
A 13.998 7.98511 5.99998
A 13.9991 7.99818 8.00569
B 14.0012 7.98528 10.0092
A 13.9854 8.00111 11.9798
B 14.0076 7.9816 13.9957
B 14.0062 8.00395 15.9797
B 13.988 8.0138 18.0209
B 13.9819 9.97818 19.9908
A 13.9928 10.0002 2.02195
A 13.9899 10.0184 3.97787
A 14.0111 9.98638 6.00924
A 13.9888 9.98801 7.98636
B 14.0101 9.97792 10.0214
B 13.9868 9.98344 12.0117
A 13.9965 10.0182 14.0046
B 13.9997 10.0037 16.011
A 13.9798 10.0007 17.988
B 14.0154 12.023 0.011316
B 13.9961 12.0058 1.9942
A 13.9823 11.9955 4.00736
B 14.0218 12.0076 5.977
A 13.9908 12.0195 8.01104
B 13.9902 11.9859 9.98436
A 13.9871 12.0046 11.9842
A 14.0203 12.0066 14.0167
B 14.0046 12.0184 16.0074
A 13.9796 12.0011 17.9788
B 14.0154 14.0209 19.9963
B 14.0092 14.0055 2.00829
B 13.9951 13.9844 3.99448
B 14 14.0101 5.98528
B 13.9938 13.9994 7.98133
A 13.9972 14.0035 9.99264
B 13.989 13.9938 12.0196
B 14.0006 13.9911 14.0092
B 13.9871 14.0184 15.977
B 13.9972 13.9788 18
A 14.0219 15.9962 0.00845225
B 13.992 16.0052 1.98528
A 13.9771 16.01 4.0046
B 14.0062 15.9871 6.01775
B 13.9942 16.0028 8.008
A 14.0009 16.0204 10.012
B 13.9832 15.9924 11.9984
B 14.0108 15.9834 14.0166
B 14.0076 15.988 16.02
A 13.9862 16.0182 18.0072
A 14.0212 17.9936 19.9972
A 14.0048 18.009 1.98526
A 14.0074 17.9797 3.99834
B 14.0064 17.9917 5.98095
B 13.9935 18.0064 7.99633
B 14 17.9816 9.98685
A 14.0026 18.0092 11.9862
B 13.9779 17.9988 14.0012
B 13.9874 18.0163 16.0062
A 13.9971 18.0084 18.0173
A 16.0101 19.9888 19.9971
A 15.991 0.0117971 1.99096
B 16.0159 19.9807 4.00644
A 16.0192 0.0158246 6.02286
A 15.9897 19.9991 7.98799
A 15.979 19.9989 10.0175
A 16.0221 19.9779 11.99
B 16.0028 19.992 14.0212
A 16.0121 19.9871 15.9816
B 15.9788 19.9865 17.9917
A 16.0212 1.97808 19.9823
A 15.9889 1.99629 2.0011
B 16.0132 1.98068 4.01591
B 16.0074 2.02024 6.02209
B 15.9786 2.00672 8.00156
A 15.9827 2.01844 9.9934
A 15.9853 2.00295 11.9882
B 16.0175 2.00368 13.9994
B 15.9887 2.00552 15.9908
B 16.0018 2.00433 18.0071
B 16.023 3.98187 0.0193194
A 16.0094 4.01582 1.99724
B 15.9924 3.97791 3.9954
A 15.9834 4.00276 5.9954
B 16.0202 3.98224 8.01196
A 15.9772 3.98819 9.99908
B 15.9878 3.98462 11.9819
B 15.988 4.01748 14.0034
A 15.9873 3.97773 16.0072
A 15.9934 4.00092 18.0094
B 16.0016 5.99632 19.9972
B 16.0184 6.01012 2.01104
B 15.9972 6.00184 4.02209
B 15.985 6.00828 5.99144
A 16.0027 5.98712 8.01287
B 15.9786 5.98002 10.0122
B 16.0037 6.01474 11.9797
B 16.0129 6.01381 13.9896
A 16.0103 6.01106 16.0046
B 15.988 5.98003 18.0159
B 16.0184 7.99632 19.9924
A 16.0074 8.00552 2.01564
B 16.011 8.01997 3.98988
A 15.9854 7.98324 6.0092
B 15.9972 7.99448 7.98554
B 16.0009 8.0221 10.0111
B 16.0156 7.985 11.9844
B 15.9776 7.98619 13.985
A 16.0081 8.01748 16.0028
B 15.9786 7.99697 17.9773
B 16.0074 9.99973 0.00764112
B 16.0129 10.0129 1.97764
A 16.0231 10.0044 4.01639
A 15.9871 10.0129 6.00643
A 15.9891 10.0092 8.00108
B 16.0028 9.99631 9.9908
A 16.009 10.01 12.0138
B 16.0009 9.97764 13.9871
A 16.0035 10.0193 15.9805
A 15.9818 9.98143 18.0076
A 15.9879 11.9796 19.9806
A 15.9816 11.9805 1.98894
A 16.002 11.9917 4.01753
A 16.0182 12.0055 5.99003
B 15.9828 11.9865 8.01499
B 15.9945 11.9853 10.0163
A 16.0094 12.0066 11.986
A 15.9781 12.0145 13.9798
A 16.0046 12.0011 15.9779
A 16.0212 11.989 18.0203
A 16.0118 14.0147 19.9844
A 16.0063 14.0131 1.99723
A 15.9787 13.9891 4.02118
A 16 14.0129 6.0204
B 16.023 14.0016 7.98554
B 16.0058 13.9887 10.0129
B 15.9853 13.9844 11.9905
A 15.9786 14.0175 14.0101
B 16.0007 14.0012 16.0138
A 16.0109 13.9891 17.9814
A 16.0167 16.0213 0.0202344
B 15.9896 16.0214 1.99935
B 16.0175 15.9948 4.00525
A 15.9798 15.9825 5.99153
A 16.0138 15.9972 8.02214
A 15.9853 16.0156 9.98891
A 16.0063 16.021 12.0129
A 15.9816 16.0083 14.0094
B 15.9816 15.9899 16.0141
B 15.9788 15.9807 18.0126
B 16.0046 17.9908 19.9892
B 15.9798 17.9988 1.98804
B 16.0184 17.9853 3.99329
A 15.9844 17.9954 5.99264
B 16.0025 18.0156 8.01776
B 15.9807 17.9954 9.99604
A 15.9963 18.0111 11.9906
A 15.9972 18.0011 14.0075
B 16.0099 17.985 16.0129
A 16.0065 17.9788 18.0212
A 18.0037 19.9928 19.9816
B 18.0021 0.00367903 1.97911
B 17.9804 0.00946718 3.98777
A 18.0055 0.010118 6.02283
A 17.9956 0.0184042 8.02132
B 18.0009 19.9908 10.0104
B 18.0156 19.9926 11.9832
A 18.01 19.9945 14.0055
B 17.9855 19.9871 16.0021
B 17.977 0.0168339 17.9988
B 17.9788 1.99908 19.9924
A 17.9974 2.01748 1.98068
B 17.9933 2.01813 4.01959
B 17.9813 2.01315 6.01905
A 17.989 2.01105 8.00093
B 18.015 1.98251 9.99356
A 18.012 1.98234 11.9908
B 18.0129 1.9874 14.0064
A 18.0212 2.02024 16.0009
B 18.0193 1.99972 17.9929
A 18.0175 4.00719 19.9928
B 18.0166 3.9862 2.00644
A 18.0129 3.97976 3.98068
B 17.9911 4.00985 6
A 17.9788 3.99632 8.02115
B 17.9957 4.0117 9.99908
A 18.0212 4.00464 12.0193
B 17.9954 3.98501 13.9929
B 18.0064 3.9791 15.9776
A 17.9974 4.01272 17.9796
A 18.0099 6.00462 19.9908
A 18.0046 6.00997 2.01583
B 17.9871 5.97792 3.98804
A 18.0055 6.00552 6.02286
A 18.0167 5.9862 7.99446
A 18.0166 6.02115 9.99632
A 18.0092 5.98432 11.9945
A 17.9816 6.00166 13.9882
B 17.9984 6.01262 16.012
A 18.0026 5.99631 18.0155
A 17.9798 7.97715 19.9991
A 17.99 7.9917 1.98065
A 18.0146 8.01089 4.01031
B 17.9926 7.97792 5.98344
A 18.0063 7.97993 8.01288
B 17.9871 8.00303 9.97884
A 17.9925 8.01843 11.9787
A 18.0046 8.00645 14.0065
A 17.9845 8.01918 16.0147
A 18.0184 7.99005 18.012
B 17.9914 10.0028 0.0181343
A 18.0007 10.0029 1.97867
A 17.9889 9.98636 3.97791
A 18.0103 10.0182 5.99835
B 17.9984 10.0003 7.99383
B 17.9914 10.0092 9.99329
A 17.9926 10.0158 12.0072
A 18.0175 10.002 13.9908
A 18.0223 9.97714 15.9993
B 18.0221 9.98988 18.0003
A 17.9993 12.0229 0.0112204
B 18.0113 12.0221 1.99658
B 18.003 12.0046 4.01998
A 18.0027 12.0167 5.99632
B 17.9844 11.9908 8.00395
B 18.0055 11.9807 10.0202
B 18.0193 11.9994 12.0028
B 17.9791 11.9972 14.0166
B 18.0178 12.0221 15.9832
A 17.9862 11.9971 17.9961
A 18.0009 13.99 0.0138162
A 17.9873 13.9842 1.98526
A 17.9956 13.9897 3.97993
B 17.9972 14.0039 5.99751
B 17.9991 14.0092 8.00644
B 17.9797 14.0016 10.0028
B 17.9961 13.996 12.0154
A 18.0166 14.0101 13.9998
A 18 14.0166 15.9963
A 17.9963 14.0028 18.0193
B 17.9938 16.0156 19.9844
A 17.9971 16.0129 2.01178
A 18.0155 16.0074 4.01489
B 17.9975 16.023 5.98555
B 17.9846 16.0191 7.98133
A 17.9845 15.9917 9.98786
A 18.0147 16.0109 12.0002
B 17.9911 16.0196 14.0076
B 17.977 16.0046 15.9795
A 18.009 15.9816 18.0009
A 18.0201 17.9851 19.9853
A 18.0146 18.0103 1.99171
A 18.0166 18.0075 4.01307
B 17.9947 18.0227 5.9908
A 18.012 18.0173 7.98528
B 17.9945 17.9957 10.0147
A 18.0167 17.9992 12.0101
B 18.011 17.9914 13.9862
A 18.0138 18 15.9934
A 17.9781 17.9956 17.9862
1000
Atoms. Timestep: 93
A 19.9918 19.9907 19.9805
B 0.00809442 19.9873 1.98977
A 0.0240311 0.00354763 4.01939
A 0.0167489 19.9822 5.99363
B 0.0027904 19.9935 8.0093
A 0.0185988 0.00464845 10.0063
A 0.00170299 19.9887 12.0093
A 0.00652371 19.9788 14.0067
B 0.0120949 0.0120962 15.9882
B 19.9979 19.9935 18.0016
A 0.0175351 1.9769 0.00185651
B 0.0158106 1.98763 2.01674
A 19.9777 2.0076 4.00355
A 0.005578 1.97971 6.00854
B 20 1.98325 7.98633
B 19.9932 1.98726 9.99414
A 19.9972 2.00762 11.9777
B 19.9898 2.02074 13.9984
B 19.9972 1.98763 16.014
B 0.00622542 1.98045 17.9904
B 19.9935 3.99256 0.00530293
A 0.0110065 4.01488 1.99163
B 0.0151621 4.00678 4.0161
B 4.13705e-06 4.00121 5.98045
B 19.9944 4.00372 8.02141
B 19.9932 3.98419 9.98045
B 19.9919 4.01237 12.0102
B 19.9969 3.99068 14.0183
A 19.9793 3.98512 16.0149
B 19.9823 4.02019 18.004
A 0.0103902 5.98977 0.00293755
B 0.0123734 5.99843 2.01609
B 0.0139693 6.01739 4.01488
B 0.00371945 5.99228 6.00093
B 19.9842 6.01832 7.99442
B 19.9814 6.0028 10.0037
B 19.9882 5.98763 11.9898
B 19.9898 6.01211 14.0028
B 0.00158361 6.01609 16.0155
A 19.9786 5.99349 18.0194
B 0.0185982 7.97954 19.9935
B 19.9882 7.98205 1.99228
A 19.987 8.01753 4.01191
A 19.9803 7.97769 6.02141
A 0.0120865 8.02231 8.00945
B 0.0108889 7.99507 9.9907
A 0.0169217 8.01195 12.0009
B 0.00586193 7.98045 13.9919
B 0.0139473 7.9972 16.0102
B 19.9805 8 17.9823
A 19.9954 10.0232 19.987
A 0.0131919 9.98141 2.01121
A 0.00278501 9.97781 3.97689
B 0.0204607 9.99907 5.97889
B 0.0211189 9.98726 7.97926
A 19.9833 9.98233 10.011
A 19.989 9.99161 12.0011
B 19.9963 10 14.0226
B 19.9984 10.0102 15.9792
A 19.9972 9.984 17.9887
B 19.9901 11.987 0.0105114
B 19.9941 12.0087 1.99814
B 19.9814 12.0217 3.99972
A 0.00745059 12.0026 5.99071
B 19.9914 11.9879 8.01609
B 0.00185989 12.0105 9.99321
A 0.023243 11.9982 12.0195
B 19.9941 11.9923 14.0049
B 19.9953 11.9953 15.9979
A 0.00744529 12.0233 18.0214
A 0.0206375 14.0214 0.0113236
B 0.0204598 13.9997 2.02353
B 0.0185985 13.9913 4.01274
A 19.998 14.0188 6.01673
B 0.0136737 13.9907 8.01702
B 19.9954 13.9935 10.0127
A 19.9972 13.9823 11.9878
A 0.0150401 14.013 13.9881
B 0.00865297 13.9981 16.0028
A 19.9871 14.0046 18.0119
B 0.0204799 16.0205 19.9851
A 19.9806 16.0036 2.0045
A 19.9907 15.9981 3.99551
B 0.0173966 16.0021 6.01238
B 19.9767 15.9888 7.9786
B 0.0130166 15.9954 9.99601
A 19.9899 15.9816 11.9972
B 0.00372975 16.0065 13.9928
B 19.9879 16.0186 16.0062
A 0.0103921 16.0188 18.0167
A 0.00572857 18.0045 0.0184358
A 0.00186912 18.0095 2.00852
B 0.016097 17.9981 4.01423
B 0.00251609 17.9951 6.00186
B 0.00306778 17.9805 7.97766
B 19.9833 17.9914 10.0214
B 0.004933 17.9888 12.0211
A 0.00354882 17.9831 13.9898
B 0.0232456 18.0102 16.0226
B 19.978 18.0003 17.9867
B 2.00771 0.002517 0.0213895
A 2.01673 19.987 2.00262
A 2.00092 19.9926 4.01119
A 2.0169 19.9973 5.98415
A 1.98978 19.9784 7.99832
B 1.97796 19.9969 10.0056
A 1.99627 0.00447596 11.9812
A 1.98696 19.9955 14.0225
B 2.02112 19.9963 16.0093
A 1.9868 19.9831 18.0121
A 1.98322 1.9868 19.9981
A 1.98327 1.98419 2.00482
B 2.0186 1.98261 4.00399
B 2.02139 1.99283 6.01181
A 2.01394 2.02053 8.00915
A 1.99628 2.02031 9.98601
A 1.98044 2.00854 12.0039
B 1.98884 1.97768 14.0028
A 1.99797 2.01752 15.9794
A 2.01567 1.98698 17.9963
A 1.99612 3.99924 19.9981
A 1.99905 3.98343 2.02249
B 2 3.9907 3.98818
B 1.99907 4.01368 6.01182
A 1.98512 3.98227 7.99148
A 1.98028 4.00835 9.98156
B 1.99349 4.01237 12.0205
A 2.01102 3.99147 14.0064
A 2.00933 3.99532 15.9776
A 1.98792 3.99161 18.0075
B 2.00651 6.0093 0.0151582
B 1.99349 6.02168 2.01581
B 1.98325 6.0174 3.99786
A 1.99442 6.00079 6.01473
A 1.98309 6.01586 7.99534
A 2.00264 6.0121 9.98807
B 1.99442 6.01395 12.0167
A 2.02033 5.98715 14.011
A 1.98403 6.01023 16.0056
A 2.00762 6.0233 17.9797
A 1.98216 7.97861 0.015974
B 1.98325 7.98044 2.00093
A 1.98529 7.98307 4.00262
A 1.99367 7.97949 6.01119
A 2.01689 7.98883 7.98695
A 1.99799 8.00202 10.0048
B 2.01515 8.01861 12.0003
B 1.99162 7.98512 14.0016
A 2.00448 8.01598 16.0138
A 1.98214 7.98805 18.0158
B 2.01581 10.0226 0.00187001
B 1.99097 10.0221 1.98484
A 2.0214 10.0123 4.00726
A 1.99256 10.013 6.01863
A 1.98959 9.97765 7.99456
B 2.00493 10.0012 9.98353
B 2.00122 9.99906 12.0127
A 2.01006 9.98028 13.9972
B 1.99441 10.0031 15.9789
B 1.99655 10.0047 17.9898
B 1.98019 12.0074 0.00371885
A 2.01751 12.0175 1.98884
B 1.98419 12.0028 4
A 1.99829 12.0158 6.01564
A 1.98028 12.0121 8.01038
B 1.996 12.0149 10.0124
B 1.97954 12.0112 11.9858
A 1.98868 12.0141 14.0177
B 1.9879 11.9879 16.0084
A 2.01784 12.0112 18.0195
B 1.98726 13.9879 19.9765
A 1.99164 14.0048 1.99984
A 2.01859 13.998 3.99816
A 2.00296 13.9935 5.9814
A 1.98977 13.9983 7.97878
B 2.00465 14.0155 10.0059
B 1.99256 14.0009 11.9916
B 2.00186 13.9789 13.9833
B 1.98949 13.9888 15.9944
B 1.99469 13.9938 18.0075
B 1.98855 15.9833 19.9972
B 2.00214 16.0028 2.02205
A 1.98976 16.0067 4.01102
A 1.9868 16.0028 5.98619
B 2.00717 15.9975 8.0186
A 2.00543 16.0186 10.0074
B 2.01329 15.9805 11.9817
B 1.98604 16.01 13.9907
B 1.98763 16.0174 16.0195
B 2.02324 15.9963 17.9935
B 2.01424 17.9879 0.00251861
A 1.9769 17.9961 2.00465
B 1.98762 18.0195 4
A 2.01659 18.0196 5.98233
B 1.996 17.9848 7.98911
B 1.98949 18.0161 10.0093
B 1.98577 18.009 11.9979
A 2.01212 18.0026 14.0156
A 2.01674 17.9926 16.0104
B 2.00903 18.0165 17.9882
B 4.01861 19.996 0.0207402
B 3.99098 0.00464598 2.01181
A 3.9983 0.0195903 3.98327
B 3.99628 19.986 5.98167
B 3.98633 19.99 8.00466
B 3.98391 19.9956 9.9867
A 3.99738 19.9814 12.0212
A 3.99813 19.9806 14.0149
A 4.00093 0.0119206 16.0158
A 4.01306 19.9795 17.9797
A 3.99645 2.00171 0.00202528
B 3.98911 2.0174 1.99814
A 4.02033 1.97781 4.00171
A 3.99519 1.99442 5.97969
B 4.01516 1.98977 8.00772
B 3.99748 1.98856 9.99414
A 4.00096 1.98064 12.0074
B 3.99163 1.98791 14.013
A 4.00464 2.00836 16.0017
A 3.97968 1.97878 17.9972
A 3.98621 3.9823 19.984
A 4.00933 4.00743 1.97784
B 3.98763 4.00214 4.01331
B 4.00371 4.00028 5.98697
B 3.99442 3.98019 7.99601
A 4.01584 3.99334 9.98512
B 4.00624 4.00121 12.0065
A 3.98992 3.97936 14.0007
A 4.00091 4.01397 16.0216
B 3.98512 4.01144 17.9805
A 4.01115 6.00934 19.9963
B 3.98604 5.99563 1.99283
B 3.99536 6 4.02047
B 3.98726 5.99721 6.00064
A 4.00468 5.98327 7.99518
A 3.98155 5.97857 10.0002
B 4.01461 5.9879 12.0223
A 3.98136 6.00297 14.0147
A 3.99534 5.99439 15.9918
B 4.00651 5.99321 17.9972
A 3.98325 7.98695 0.0141242
B 4.01554 7.99534 1.99376
B 4.01395 8.0053 4.00094
